accX,accY,accZ
1788.0,90.0,3590.0
1787.7551020408164,89.46938775510205,3589.938775510204
1787.5102040816328,88.93877551020408,3589.877551020408
1787.265306122449,88.40816326530613,3589.816326530612
1787.0204081632653,87.87755102040816,3589.7551020408164
1786.7755102040817,87.34693877551021,3589.6938775510203
1786.530612244898,86.81632653061224,3589.6326530612246
1786.2857142857142,86.28571428571429,3589.5714285714284
1786.0408163265306,85.75510204081633,3589.5102040816328
1785.795918367347,85.22448979591837,3589.4489795918366
1785.5510204081634,84.6938775510204,3589.387755102041
1785.3061224489795,84.16326530612245,3589.326530612245
1785.061224489796,83.63265306122449,3589.265306122449
1784.8163265306123,83.10204081632654,3589.204081632653
1784.5714285714287,82.57142857142857,3589.1428571428573
1784.3265306122448,82.04081632653062,3589.081632653061
1784.0816326530612,81.51020408163265,3589.0204081632655
1783.8367346938776,80.9795918367347,3588.9591836734694
1783.591836734694,80.44897959183673,3588.8979591836733
1783.3469387755101,79.91836734693878,3588.8367346938776
1783.1020408163265,79.38775510204081,3588.7755102040815
1782.857142857143,78.85714285714286,3588.714285714286
1782.6122448979593,78.3265306122449,3588.6530612244896
1782.3673469387754,77.79591836734694,3588.591836734694
1782.1224489795918,77.26530612244898,3588.530612244898
1781.8775510204082,76.73469387755102,3588.469387755102
1781.6326530612246,76.20408163265306,3588.408163265306
1781.3877551020407,75.6734693877551,3588.3469387755104
1781.142857142857,75.14285714285714,3588.285714285714
1780.8979591836735,74.61224489795919,3588.2244897959185
1780.6530612244899,74.08163265306122,3588.1632653061224
1780.408163265306,73.55102040816327,3588.1020408163267
1780.1632653061224,73.0204081632653,3588.0408163265306
1779.9183673469388,72.48979591836735,3587.9795918367345
1779.6734693877552,71.95918367346938,3587.918367346939
1779.4285714285713,71.42857142857143,3587.8571428571427
1779.1836734693877,70.89795918367346,3587.795918367347
1778.938775510204,70.36734693877551,3587.734693877551
1778.6938775510205,69.83673469387755,3587.673469387755
1778.4489795918366,69.3061224489796,3587.612244897959
1778.204081632653,68.77551020408163,3587.5510204081634
1777.9591836734694,68.24489795918367,3587.4897959183672
1777.7142857142858,67.71428571428571,3587.4285714285716
1777.469387755102,67.18367346938776,3587.3673469387754
1777.2244897959183,66.65306122448979,3587.3061224489797
1776.9795918367347,66.12244897959184,3587.2448979591836
1776.734693877551,65.59183673469387,3587.183673469388
1776.4897959183672,65.06122448979592,3587.122448979592
1776.2448979591836,64.53061224489795,3587.061224489796
1776.0,64.0,3587.0
1776.142857142857,64.10204081632654,3587.387755102041
1776.2857142857142,64.20408163265306,3587.7755102040815
1776.4285714285713,64.3061224489796,3588.1632653061224
1776.5714285714287,64.40816326530613,3588.5510204081634
1776.7142857142858,64.51020408163265,3588.938775510204
1776.857142857143,64.61224489795919,3589.326530612245
1777.0,64.71428571428571,3589.714285714286
1777.142857142857,64.81632653061224,3590.1020408163267
1777.2857142857142,64.91836734693878,3590.4897959183672
1777.4285714285713,65.0204081632653,3590.877551020408
1777.5714285714287,65.12244897959184,3591.265306122449
1777.7142857142858,65.22448979591837,3591.6530612244896
1777.857142857143,65.3265306122449,3592.0408163265306
1778.0,65.42857142857143,3592.4285714285716
1778.142857142857,65.53061224489795,3592.816326530612
1778.2857142857142,65.63265306122449,3593.204081632653
1778.4285714285713,65.73469387755102,3593.591836734694
1778.5714285714287,65.83673469387755,3593.9795918367345
1778.7142857142858,65.93877551020408,3594.3673469387754
1778.857142857143,66.04081632653062,3594.7551020408164
1779.0,66.14285714285714,3595.1428571428573
1779.142857142857,66.24489795918367,3595.530612244898
1779.2857142857142,66.34693877551021,3595.918367346939
1779.4285714285713,66.44897959183673,3596.3061224489797
1779.5714285714287,66.55102040816327,3596.6938775510203
1779.7142857142858,66.65306122448979,3597.081632653061
1779.857142857143,66.75510204081633,3597.469387755102
1780.0,66.85714285714286,3597.8571428571427
1780.142857142857,66.95918367346938,3598.2448979591836
1780.2857142857142,67.06122448979592,3598.6326530612246
1780.4285714285713,67.16326530612245,3599.0204081632655
1780.5714285714287,67.26530612244898,3599.408163265306
1780.7142857142858,67.36734693877551,3599.795918367347
1780.857142857143,67.46938775510205,3600.183673469388
1781.0,67.57142857142857,3600.5714285714284
1781.142857142857,67.6734693877551,3600.9591836734694
1781.2857142857142,67.77551020408163,3601.3469387755104
1781.4285714285713,67.87755102040816,3601.734693877551
1781.5714285714287,67.9795918367347,3602.122448979592
1781.7142857142858,68.08163265306122,3602.5102040816328
1781.857142857143,68.18367346938776,3602.8979591836733
1782.0,68.28571428571429,3603.285714285714
1782.142857142857,68.38775510204081,3603.673469387755
1782.2857142857142,68.48979591836735,3604.061224489796
1782.4285714285713,68.59183673469389,3604.4489795918366
1782.5714285714287,68.6938775510204,3604.8367346938776
1782.7142857142858,68.79591836734694,3605.2244897959185
1782.857142857143,68.89795918367346,3605.612244897959
1783.0,69.0,3606.0
1782.86,69.68,3564.12
1782.72,70.36,3522.24
1782.58,71.04,3480.36
1782.44,71.72,3438.48
1782.3,72.4,3396.6
1782.16,73.08,3354.72
1782.02,73.76,3312.84
1781.88,74.44,3270.96
1781.74,75.12,3229.08
1781.6,75.8,3187.2
1781.46,76.48,3145.32
1781.32,77.16,3103.44
1781.18,77.84,3061.56
1781.04,78.52,3019.68
1780.9,79.2,2977.8
1780.76,79.88,2935.92
1780.62,80.56,2894.04
1780.48,81.24,2852.16
1780.34,81.92,2810.2799999999997
1780.2,82.6,2768.4
1780.06,83.28,2726.52
1779.92,83.96000000000001,2684.64
1779.78,84.64,2642.76
1779.64,85.32,2600.88
1779.5,86.0,2559.0
1779.36,86.68,2517.12
1779.22,87.36,2475.24
1779.08,88.04,2433.3599999999997
1778.94,88.72,2391.48
1778.8,89.4,2349.6
1778.66,90.08,2307.7200000000003
1778.52,90.76,2265.84
1778.38,91.44,2223.96
1778.24,92.12,2182.08
1778.1,92.8,2140.2
1777.96,93.48,2098.3199999999997
1777.82,94.16,2056.4399999999996
1777.68,94.84,2014.56
1777.54,95.52000000000001,1972.6799999999998
1777.4,96.2,1930.8
1777.26,96.88,1888.9199999999998
1777.12,97.56,1847.04
1776.98,98.24000000000001,1805.1599999999999
1776.84,98.92,1763.28
1776.7,99.6,1721.3999999999999
1776.56,100.28,1679.52
1776.42,100.96000000000001,1637.6399999999999
1776.28,101.64,1595.7599999999998
1776.14,102.32,1553.8799999999997
1776.0,103.0,1512.0
1774.9803921568628,102.03921568627452,1553.078431372549
1773.9607843137255,101.07843137254902,1594.1568627450981
1772.9411764705883,100.11764705882354,1635.235294117647
1771.921568627451,99.15686274509804,1676.313725490196
1770.9019607843138,98.19607843137256,1717.3921568627452
1769.8823529411766,97.23529411764706,1758.4705882352941
1768.862745098039,96.27450980392157,1799.549019607843
1767.8431372549019,95.31372549019608,1840.627450980392
1766.8235294117646,94.3529411764706,1881.7058823529412
1765.8039215686274,93.3921568627451,1922.7843137254902
1764.7843137254902,92.43137254901961,1963.8627450980393
1763.764705882353,91.47058823529412,2004.9411764705883
1762.7450980392157,90.50980392156863,2046.0196078431372
1761.7254901960785,89.54901960784314,2087.098039215686
1760.7058823529412,88.58823529411765,2128.176470588235
1759.686274509804,87.62745098039215,2169.254901960784
1758.6666666666667,86.66666666666667,2210.3333333333335
1757.6470588235295,85.70588235294117,2251.4117647058824
1756.6274509803923,84.74509803921569,2292.4901960784314
1755.6078431372548,83.7843137254902,2333.5686274509803
1754.5882352941176,82.82352941176471,2374.6470588235293
1753.5686274509803,81.86274509803921,2415.7254901960787
1752.549019607843,80.90196078431373,2456.8039215686276
1751.5294117647059,79.94117647058823,2497.8823529411766
1750.5098039215686,78.98039215686275,2538.9607843137255
1749.4901960784314,78.01960784313725,2580.0392156862745
1748.4705882352941,77.05882352941177,2621.1176470588234
1747.450980392157,76.09803921568627,2662.1960784313724
1746.4313725490197,75.13725490196079,2703.2745098039213
1745.4117647058824,74.17647058823529,2744.3529411764703
1744.3921568627452,73.2156862745098,2785.4313725490197
1743.372549019608,72.25490196078431,2826.5098039215686
1742.3529411764705,71.29411764705883,2867.5882352941176
1741.3333333333333,70.33333333333334,2908.666666666667
1740.313725490196,69.37254901960785,2949.745098039216
1739.2941176470588,68.41176470588235,2990.823529411765
1738.2745098039215,67.45098039215686,3031.901960784314
